,origin,destination,euclidean,nb_0.1_paths,nb_0.2_paths,nb_0.3_paths,nb_0.4_paths,nb_0.5_paths,nb_0.6_paths,nb_0.7_paths,nb_0.8_paths,nb_0.9_paths,nb_1.0_paths,nb_paths
0,197448006,124643416#2,10.911460212393427,17.0,132.0,301.0,557.0,783.0,947.0,1205.0,1333.0,1462.0,1372.0,15001
1,164719711#0,29267926,0.7554046037067161,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2,100968568,40726920#6,14.056928339834904,1.0,12.0,110.0,332.0,728.0,1242.0,1918.0,2325.0,2254.0,1812.0,15001
3,-27340254#0,-1071661242,1.3520693620649196,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
4,27806634,48996848,2.4484044769800573,449.0,1052.0,1619.0,1839.0,1993.0,1865.0,1568.0,1032.0,745.0,491.0,14185
5,105003382,-27856820#3,1.013150850468172,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
6,27318433,24392110,8.509085889987348,179.0,354.0,603.0,517.0,482.0,628.0,690.0,780.0,1018.0,1295.0,15001
7,-123974277#10,-24391388,0.8379198118362553,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
8,27921142,164719711#11,7.601895390448746,2.0,21.0,133.0,597.0,1236.0,1846.0,2141.0,2089.0,1859.0,1597.0,15001
9,-29267812#3,-27186946,19.75955676689885,1.0,0.0,4.0,66.0,317.0,745.0,1178.0,1553.0,1683.0,1766.0,15001
10,28686628#3,-1015477919,0.7741219570644693,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
11,164719711#0,-22897852#3,2.2903761768080915,3.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
12,-224494290,128321241#2,16.705548999024273,1.0,0.0,4.0,38.0,179.0,499.0,1057.0,1643.0,1994.0,2154.0,15001
13,-102613795#1,-1122924583#3,9.405279312336605,1.0,5.0,39.0,107.0,235.0,375.0,609.0,815.0,1090.0,1244.0,15001
14,133369682,121997939#3,1.096024289095329,3.0,2.0,4.0,10.0,13.0,19.0,22.0,30.0,35.0,25.0,545
15,143415281#0,-23946407,10.130448061519278,1.0,4.0,65.0,317.0,881.0,1657.0,2049.0,2209.0,2107.0,1676.0,15001
16,-50639429,122763953#0,1.031103820787753,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
17,164719711#0,128364005,1.558943041087549,3.0,1.0,2.0,2.0,3.0,8.0,5.0,10.0,8.0,1.0,43
18,203672999#1,164719711#12,11.82555180438389,1.0,2.0,27.0,98.0,273.0,557.0,778.0,999.0,1325.0,1474.0,15001
19,43129262,50639430,1.161797294807977,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
20,-50640017,-212517335,0.8497562325125247,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
21,30966481,164719711#11,9.2679353302,115.0,713.0,1455.0,1922.0,2029.0,1815.0,1539.0,1321.0,1077.0,748.0,14432
22,543948213,27864618,1.5367581485528792,3.0,6.0,23.0,30.0,94.0,161.0,189.0,144.0,111.0,53.0,2340
23,-679458128,128321262#0,16.74643551685124,1.0,1.0,2.0,29.0,127.0,426.0,871.0,1428.0,1794.0,1989.0,15001
24,32601842,23481754#0,17.5120913140509,218.0,797.0,1094.0,1646.0,1869.0,1964.0,1611.0,1250.0,992.0,726.0,15001
25,196279823,-51036726,1.1722181634058384,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
26,32601842,74464019#2,15.373568074836072,281.0,801.0,1191.0,1650.0,1719.0,1625.0,1459.0,1267.0,1133.0,913.0,14998
27,33600916#1,76499562,12.953632229421409,1.0,11.0,65.0,304.0,745.0,1168.0,1486.0,1603.0,1520.0,1461.0,15001
28,-22897852#3,-903421712,9.001799915555893,2.0,29.0,156.0,434.0,835.0,1224.0,1693.0,1809.0,1884.0,1729.0,15001
29,-22897852#3,27896855#0,8.626825844331766,7.0,29.0,110.0,264.0,572.0,865.0,1210.0,1477.0,1760.0,1714.0,15001
30,29391219,-24391388,8.572364200938532,36.0,444.0,1049.0,1229.0,1264.0,1289.0,1233.0,1330.0,1327.0,1232.0,14962
31,123974277#6,-24391309,1.121467650368466,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
32,164752117#1,-476643770#1,8.950054701755013,56.0,437.0,908.0,1317.0,1497.0,1332.0,1110.0,996.0,914.0,820.0,14996
33,-142391300#4,680652726#7,0.8086100725845887,61.0,487.0,721.0,652.0,689.0,576.0,424.0,283.0,106.0,61.0,4091
34,572824576#0,27337101,23.654766195702447,1.0,2.0,54.0,222.0,583.0,999.0,1447.0,1679.0,1867.0,1851.0,15001
35,-478446663,-190850064,3.939155569425889,98.0,408.0,690.0,1084.0,1400.0,1526.0,1501.0,1183.0,933.0,677.0,10879
36,25699643,23914020#2,13.920855369500613,1.0,5.0,89.0,460.0,1133.0,2087.0,2489.0,2444.0,1940.0,1511.0,15001
37,43129262,-123974278,0.8990809939238047,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
38,27720828#0,25699711,4.824204414724526,63.0,203.0,373.0,516.0,1031.0,1287.0,1496.0,1531.0,1356.0,1148.0,14992
39,190062963,35302147#0-AddedOffRampEdge,9.43345040912936,215.0,1027.0,1690.0,1949.0,1966.0,1679.0,1383.0,1124.0,753.0,556.0,13339
40,-171045856#3,-26945023#7,1.5332472151012844,4.0,75.0,419.0,853.0,1153.0,1146.0,920.0,694.0,462.0,317.0,6566
41,24039913#3,190062922,0.9416220318875254,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
42,208624943#6,-190022920#0,0.9051709780841128,3.0,7.0,8.0,13.0,23.0,54.0,87.0,89.0,68.0,52.0,568
43,28686528#1,35302147#0,17.85151237508446,44.0,155.0,212.0,193.0,250.0,382.0,747.0,1119.0,1574.0,1773.0,15000
44,28769085#0,25699696#1,14.579282516225264,253.0,384.0,524.0,538.0,582.0,648.0,793.0,933.0,974.0,989.0,14887
45,168143579#4,-207516268,1.5783243979015924,14.0,78.0,256.0,596.0,935.0,995.0,861.0,654.0,412.0,296.0,5585
46,27875454#1,209669189#1,0.7728395706570148,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
47,164719711#0,62163843#8,17.289518936380965,1.0,2.0,29.0,206.0,616.0,1116.0,1627.0,1768.0,1811.0,1717.0,15001
48,27896854#1,26153682,8.423964770437253,1.0,12.0,62.0,162.0,382.0,646.0,922.0,1107.0,1239.0,1331.0,15001
49,32601842,-50639430,7.365416107749052,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
50,-207516278#0,24210659#1,19.208420851136964,1.0,6.0,106.0,640.0,1426.0,2112.0,2554.0,2626.0,2303.0,1553.0,15001
51,45272469#0,572824576#0,19.35471020818785,2.0,5.0,126.0,733.0,1521.0,2208.0,2736.0,2701.0,2149.0,1359.0,15001
52,-1122924583#3,-103271284,13.831386445759696,145.0,274.0,288.0,500.0,595.0,670.0,843.0,1078.0,1258.0,1324.0,14944
53,27083515,-196943610,2.240389814183425,15.0,34.0,114.0,132.0,126.0,242.0,241.0,400.0,600.0,983.0,10430
54,32601842,212517335,7.285225062031326,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
55,478446663,-152001649#1,3.673542585983935,134.0,549.0,635.0,748.0,1228.0,1425.0,1247.0,936.0,705.0,538.0,8938
56,26986415#7,224494279#0,1.3633394326442303,2.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,5.0,7.0,42
57,164719711#0,29267682#1,1.0751360994520778,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
58,24210659#1,-103968781,16.946546588138872,196.0,509.0,681.0,771.0,790.0,901.0,909.0,937.0,1002.0,1023.0,14939
59,-27523817#3,28604545,1.792852039368494,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
60,-35306472#2,-23946420#1,11.02696390484688,1.0,1.0,16.0,109.0,452.0,1031.0,1471.0,1755.0,1762.0,1722.0,15001
61,27806586,-27858593#3,2.094629977623935,241.0,373.0,749.0,1105.0,1403.0,1279.0,1153.0,882.0,818.0,674.0,11504
62,572824576#0,27359083#3,26.08587277703456,1.0,4.0,26.0,133.0,467.0,908.0,1411.0,1694.0,1892.0,1799.0,15001
63,-141760474#2,30965267,23.6699136496379,1.0,14.0,181.0,433.0,1023.0,1474.0,1701.0,1744.0,1587.0,1509.0,15001
64,24210659#1,197448013,17.151039969447144,232.0,488.0,650.0,788.0,838.0,909.0,983.0,1071.0,1107.0,1126.0,14919
65,-123974277#10,51036726,0.8664349604623369,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
66,132617719#0,35302147#1,9.325088232577489,227.0,1371.0,2237.0,2591.0,2389.0,1859.0,1325.0,874.0,470.0,252.0,13829
67,164719711#0,291263469,1.233742850815406,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
68,237856224#0,-795435755#0,0.9085735578495036,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
69,123974277#7,50640017,0.8171475454188017,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
70,24210659#1,151402287#7,6.507820411623351,26.0,594.0,1011.0,1554.0,1964.0,2068.0,2088.0,1814.0,1471.0,1005.0,14962
71,32601842,24873518#6,18.124977468293427,189.0,816.0,1171.0,1612.0,1994.0,2040.0,1623.0,1198.0,928.0,692.0,15001
72,-122185756,-123974277#6,15.695595820607288,2.0,38.0,215.0,682.0,1312.0,1562.0,1805.0,1673.0,1746.0,1604.0,15001
73,-26943188#0,127731885,17.489096465024573,1.0,0.0,5.0,55.0,213.0,571.0,1140.0,1732.0,1983.0,2080.0,15001
74,164719711#0,197448013,0.9740276672918448,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
75,27237712#2,-179445663,5.010929085070674,41.0,220.0,428.0,733.0,953.0,1136.0,1272.0,1339.0,1465.0,1436.0,14951
76,32572650,-73369994#5,24.020675829886503,11.0,127.0,451.0,867.0,1192.0,1323.0,1450.0,1437.0,1336.0,1223.0,15000
77,122763953#0,-123974278,0.7815766577035765,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
78,48198623#2,-681047042#0,0.6343845631013619,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
79,164719711#0,-291263469,1.3225805697090078,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
80,682373297,29267682#1,17.620745804546186,29.0,156.0,240.0,204.0,249.0,484.0,857.0,1433.0,1859.0,1993.0,15001
81,122270744#1,24210659#1,19.09247514775813,2.0,5.0,124.0,570.0,1306.0,1862.0,2300.0,2576.0,2327.0,1711.0,15001
82,-23825504#1,197448013,12.193139020503152,1.0,7.0,47.0,166.0,399.0,593.0,875.0,1041.0,1344.0,1465.0,15001
83,32572650,35434958#0,11.509608751238966,388.0,1352.0,2159.0,2226.0,1851.0,1456.0,1217.0,960.0,773.0,564.0,14845
84,27898060,-179445663,8.72782480488057,1.0,12.0,61.0,159.0,312.0,533.0,784.0,938.0,1075.0,1250.0,15001
85,227764344,-103271284,1.028831706191233,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
86,197448006,-50639092,14.294537064280991,80.0,248.0,375.0,563.0,819.0,1004.0,1265.0,1282.0,1169.0,1181.0,14117
87,128364005,128321248#0,2.790854629484749,9.0,21.0,29.0,51.0,41.0,49.0,68.0,76.0,86.0,56.0,562
88,36867583,20913021#0,0.6647039086118797,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
89,28293255#3,-27569180,5.663735557520994,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
90,23206898#2,35302147#1,8.927206857299758,187.0,1269.0,2275.0,2934.0,2371.0,1668.0,1000.0,644.0,317.0,198.0,13212
91,95126794#1,-184817916,11.330727007743173,194.0,362.0,643.0,1169.0,1662.0,1930.0,2017.0,1686.0,1338.0,1001.0,14496
92,-184841580,-23265526#1,10.923445199454564,1.0,4.0,36.0,241.0,725.0,1281.0,1712.0,1876.0,1865.0,1711.0,15001
93,28749869#1,24057669#10,14.28377635547659,1.0,5.0,46.0,236.0,701.0,1355.0,1864.0,2211.0,2142.0,1802.0,15001
94,142974718#1,132617721,23.507671194916465,2.0,12.0,149.0,445.0,943.0,1368.0,1680.0,1726.0,1672.0,1485.0,15001
95,27421500#2,202461351,1.1833172663831892,4.0,11.0,15.0,57.0,121.0,187.0,220.0,420.0,232.0,380.0,2542
96,27876033,27875976#1,1.0070363406774578,11.0,31.0,71.0,141.0,176.0,180.0,185.0,137.0,106.0,65.0,1160
97,224846577#0,50639092,6.844196069803537,290.0,2420.0,4024.0,2818.0,2022.0,1375.0,836.0,365.0,185.0,125.0,14607
98,422961248,-122401597#2,1.32236470915756,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
99,164719711#0,35302147#0,1.1378038866258344,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
100,-1084577828#1,27458100#1,1.4229190286022968,19.0,34.0,62.0,147.0,299.0,390.0,513.0,488.0,477.0,351.0,3504
101,-96898355,31877860,6.289639926634041,2.0,14.0,75.0,232.0,534.0,892.0,1183.0,1436.0,1575.0,1530.0,14998
102,24210659#1,197448013,17.151039969447144,212.0,538.0,707.0,774.0,891.0,883.0,1012.0,1016.0,1027.0,1156.0,14932
103,122291179#3,25740216,16.67063725518523,1.0,0.0,6.0,55.0,209.0,575.0,1217.0,1884.0,2168.0,2087.0,15001
104,36912349,28004463#0,9.081103691712142,42.0,177.0,398.0,670.0,846.0,996.0,1158.0,1212.0,1162.0,1263.0,14993
105,164719711#0,-29267682#0,1.0751360994520778,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
106,25699672#1,-38725747,7.008733892188264,29.0,130.0,374.0,719.0,1128.0,1487.0,1718.0,1800.0,1725.0,1516.0,15001
107,560990327#2,128321247,2.21839047802986,448.0,177.0,229.0,352.0,369.0,116.0,66.0,103.0,23.0,4.0,1909
108,143920934#1,164719711#12,17.381047574646587,36.0,151.0,240.0,197.0,240.0,403.0,755.0,1195.0,1598.0,1895.0,15001
109,23646012#0,202613728#1-AddedOffRampEdge,13.114226442167192,1.0,5.0,87.0,449.0,1079.0,1657.0,1898.0,1924.0,1821.0,1490.0,15001
110,164719711#0,128130485#6,0.7969134185148703,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
111,659556220,137226453#0,7.708719991455763,4.0,32.0,148.0,406.0,858.0,1296.0,1627.0,1716.0,1745.0,1569.0,15001
112,-122106665,-476643772,9.384547098266694,52.0,306.0,596.0,961.0,1169.0,1284.0,1222.0,1145.0,1185.0,1047.0,15001
113,291263469,77666152#0,18.993813332338497,1.0,0.0,2.0,50.0,183.0,513.0,930.0,1215.0,1502.0,1561.0,15001
114,24210659#1,27799306,25.11246501400901,1.0,2.0,45.0,244.0,707.0,1211.0,1635.0,1725.0,1736.0,1689.0,15001
115,164719711#0,27857472#2,10.544832229259075,2.0,5.0,45.0,135.0,347.0,660.0,877.0,1167.0,1476.0,1573.0,15001
116,24210659#1,-27359188#0,25.987908520233084,1.0,1.0,12.0,121.0,408.0,819.0,1265.0,1623.0,1844.0,1840.0,15001
117,27237328,27568755#0,12.616962642048502,38.0,157.0,266.0,558.0,760.0,930.0,973.0,1126.0,1326.0,1497.0,15001
118,572824576#0,27797966#3,25.26419710238389,1.0,2.0,23.0,220.0,657.0,1101.0,1542.0,1756.0,1786.0,1688.0,15001
119,51032505#2,-148265965#5,1.522980161919317,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
120,-60433259#1,50640019,7.661083500625407,235.0,795.0,836.0,622.0,723.0,794.0,799.0,1018.0,1169.0,1266.0,14962
121,109167758,20901242#3,1.3773219876304452,57.0,160.0,376.0,886.0,836.0,933.0,687.0,472.0,375.0,326.0,5800
122,29470677#1,-132617719#0,0.9917179544799848,10.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,16
123,197448006,28273082#0,17.019036740733384,69.0,390.0,666.0,923.0,981.0,1039.0,1034.0,1125.0,1171.0,1312.0,14818
124,25731258#0,131476997#2,1.641359019799988,9.0,18.0,55.0,92.0,164.0,240.0,305.0,334.0,361.0,317.0,3796
125,25699672#1,24163119#0,14.856577866776986,1.0,1.0,27.0,114.0,444.0,1021.0,1567.0,1999.0,2030.0,1904.0,15001
126,225863025#1,234043046#2,0.7036797799805345,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
127,28005642#3,48775175,2.0157490635260795,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
128,-126855990#4,24391309,10.005515151422602,67.0,272.0,284.0,299.0,356.0,357.0,461.0,626.0,738.0,903.0,15000
129,27421791#3,27457860#2,1.7424600375203738,44.0,451.0,1312.0,1818.0,1976.0,1950.0,1842.0,1522.0,1257.0,842.0,14612
130,27856808,-476643770#0,9.061813739557516,64.0,458.0,967.0,1506.0,1681.0,1599.0,1356.0,1086.0,872.0,692.0,14998
131,22884871#3,172865615#0,14.1263773570501,1.0,3.0,75.0,292.0,760.0,1324.0,1506.0,1656.0,1570.0,1363.0,15001
132,197448006,124622228,10.697639401106573,9.0,142.0,433.0,702.0,953.0,1139.0,1367.0,1473.0,1462.0,1378.0,15001
133,128321241#0,-156805505,14.282208251336863,1.0,2.0,41.0,224.0,666.0,1194.0,1797.0,2162.0,2026.0,1809.0,15001
134,-190028512#1,-25699711,4.695861413190672,58.0,199.0,341.0,475.0,695.0,903.0,1153.0,1282.0,1359.0,1259.0,14987
135,572824576#0,188066222#0,5.002263531848815,24.0,16.0,13.0,4.0,1.0,44.0,285.0,516.0,549.0,571.0,10269
136,26945729#0,26945080#2,1.7914697580292982,10.0,47.0,311.0,974.0,1642.0,1567.0,1381.0,1127.0,911.0,620.0,9368
137,27620559#1,-50639092,7.744056251782443,285.0,1212.0,2614.0,3306.0,2870.0,2042.0,1273.0,777.0,351.0,147.0,14987
138,22943544#3,-207516288,1.0434882364531035,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
139,184767410,-184817977#1,11.514162652859508,171.0,586.0,971.0,1808.0,2328.0,2354.0,1985.0,1774.0,1186.0,737.0,14821
140,27897990#2,35302147#0-AddedOffRampEdge,8.88127635498494,2.0,14.0,89.0,197.0,347.0,494.0,663.0,863.0,994.0,1165.0,15001
141,45011093#0,681572145#0,5.384925012954176,183.0,309.0,520.0,641.0,618.0,571.0,667.0,829.0,951.0,1081.0,14189
142,-25699679#1,220168189#0,14.440983273039974,1.0,1.0,38.0,169.0,593.0,1193.0,1820.0,2186.0,1995.0,1778.0,15001
143,-207376912,-196928948,0.9307180035160968,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
144,-143920935#1,-1122924583#3,18.10209717546845,22.0,96.0,166.0,144.0,219.0,375.0,718.0,1163.0,1601.0,1916.0,15001
145,24210659#1,29267682#1,17.271604501763484,217.0,610.0,655.0,766.0,734.0,874.0,983.0,1054.0,1101.0,1052.0,14980
146,27799413#0,48927524#13,2.500947166138343,33.0,129.0,301.0,554.0,766.0,1040.0,1242.0,1375.0,1405.0,1244.0,11348
147,28769085#0,24468734#0,17.44109342722647,1.0,27.0,94.0,255.0,605.0,1081.0,1418.0,1640.0,1624.0,1606.0,15001
148,25740216,23646502,7.118467609827835,6.0,26.0,141.0,364.0,742.0,1319.0,1808.0,2038.0,2047.0,1756.0,15001
149,32572650,-123974277#6,7.208937783590787,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
150,136211722#1,24210659#1,19.452841554762795,1.0,1.0,116.0,647.0,1376.0,2124.0,2543.0,2735.0,2250.0,1493.0,15001
151,32572650,27898283#0,12.56229748373151,374.0,1508.0,2307.0,2030.0,1471.0,1193.0,1002.0,931.0,840.0,620.0,14884
152,197448006,62163843#6,17.175893352636447,1.0,6.0,81.0,327.0,758.0,1183.0,1505.0,1669.0,1757.0,1616.0,15001
153,-25699679#1,124243292#15,6.795771837944292,69.0,375.0,790.0,1134.0,1375.0,1629.0,1688.0,1621.0,1558.0,1302.0,14966
154,-29267812#3,659556219,3.1216419039946324,10.0,51.0,86.0,127.0,231.0,273.0,253.0,201.0,152.0,91.0,1590
155,123974277#6,122763953#0,1.0246830874721202,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
156,123974277#10,227764344,0.923100967354434,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
157,122365284#0,58930439,1.164049872783632,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
158,572824576#0,-22897852#3,15.772720356569984,433.0,737.0,826.0,979.0,1016.0,1233.0,1268.0,1292.0,1288.0,1210.0,14922
159,-212517335,24391309,1.0736481491820902,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
160,23780706#0,185140298,1.5772993774266464,34.0,172.0,302.0,557.0,722.0,750.0,602.0,515.0,474.0,504.0,5615
161,211042715,-103271274,16.229412854568785,1.0,36.0,287.0,900.0,1421.0,1722.0,1838.0,1818.0,1710.0,1601.0,15001
162,26947166#0,23785553,10.505658049771272,1.0,0.0,7.0,79.0,243.0,591.0,996.0,1398.0,1631.0,1663.0,15001
163,-560990326#0,25699682,2.2080697916382714,237.0,112.0,141.0,211.0,337.0,118.0,55.0,42.0,41.0,8.0,1312
164,28006310#0,227764344,8.436277710819637,70.0,309.0,678.0,895.0,1055.0,1051.0,1170.0,1171.0,1122.0,1108.0,14605
165,143323476#4,-795435758,1.3437057678404023,0.0,0.0,0.0,0.0,2.0,6.0,1.0,0.0,0.0,0.0,9
166,164719711#0,-179445663,1.0615060240789536,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
167,197448006,1016521102,7.287461692388045,145.0,389.0,510.0,741.0,775.0,968.0,1021.0,1236.0,1333.0,1255.0,14981
168,24210584#18,-27027040#2,14.192300948351058,1.0,9.0,65.0,278.0,800.0,1438.0,2070.0,2321.0,2062.0,1746.0,15001
169,27797966#3,24210659#1,24.740483988384003,1.0,3.0,50.0,288.0,765.0,1269.0,1643.0,1735.0,1748.0,1662.0,15001
170,25699710#0,-121392517#2,6.911123818823119,7.0,97.0,361.0,732.0,1153.0,1509.0,1600.0,1577.0,1584.0,1461.0,15001
171,27164217#3,77618528#0,2.7848998772147824,133.0,328.0,513.0,843.0,1220.0,1575.0,1747.0,1769.0,1617.0,1320.0,14524
172,-103271284,-24391388,1.0870858619233372,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
173,27620704,-194823527#3,1.299457133217845,1.0,0.0,1.0,0.0,1.0,2.0,2.0,6.0,6.0,11.0,230
174,128321262#0,35306337,13.88836821269171,1.0,2.0,15.0,108.0,372.0,888.0,1420.0,1784.0,2087.0,1841.0,15001
175,-22911244#2,25699643,4.514322789238504,159.0,405.0,609.0,1177.0,1877.0,2081.0,1882.0,1526.0,1388.0,1112.0,14930
176,809107542#6,23951330#0,2.2699807020532305,153.0,854.0,1733.0,2066.0,2095.0,1870.0,1491.0,1180.0,884.0,709.0,14775
177,27896854#1,121906997#0,1.4123481210285078,6.0,11.0,44.0,48.0,84.0,106.0,90.0,150.0,148.0,157.0,1162
178,164719711#0,35302147#0-AddedOffRampEdge,1.0375547677991666,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
179,26586027#0,227764344,9.442995217892747,60.0,254.0,315.0,317.0,345.0,397.0,509.0,626.0,789.0,865.0,15001
180,24210659#1,35302147#0,17.06180228605815,203.0,492.0,682.0,754.0,829.0,908.0,969.0,1022.0,1094.0,1061.0,14951
181,-33680795,476643766,8.930874356406301,53.0,432.0,873.0,1405.0,1539.0,1303.0,1106.0,916.0,875.0,900.0,14996
182,197448006,572824576#0,17.14710286031884,72.0,633.0,1113.0,1245.0,1192.0,1248.0,1222.0,1258.0,1303.0,1184.0,14609
183,164719711#0,-103968781,1.5767540148660055,3.0,1.0,0.0,0.0,0.0,5.0,7.0,5.0,1.0,0.0,22
184,-22897852#3,-103271284,13.831386445759696,145.0,293.0,343.0,522.0,646.0,798.0,1006.0,1173.0,1400.0,1575.0,14957
185,27808607,-50640017,8.214695853854039,208.0,466.0,744.0,696.0,610.0,593.0,660.0,748.0,892.0,1074.0,14994
186,572824576#0,164719711#12,17.389371908731896,197.0,492.0,657.0,713.0,764.0,856.0,988.0,980.0,1083.0,1030.0,14989
187,-681795401#1,-26945385#0,2.3950137807960985,37.0,121.0,253.0,352.0,549.0,778.0,1015.0,1063.0,1188.0,1163.0,13656
